patent_id	assignee_sequence	assignee_id	disambig_assignee_individual_name_first	disambig_assignee_individual_name_last	disambig_assignee_organization	assignee_type	location_id
5000936	0	a-0010			Cymer, Inc.	3	US
5000937	0	a-0010			CYMER, INC.	3	US
5000938	0	a-0010			CYMER, INC.	3	US
5000939	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000940	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000941	0	a-0011			International Business Machines Corporation	3	US
5000942	0	a-0011			International Business Machines Corporation	3	US
5000943	0	a-0011			International Business Machines Corporation	3	US
5000944	0	a-0011			International Business Machines Corporation	3	US
5000945	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000946	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000947	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000948	0	a-0000			ASML Netherlands B.V.	3	NL
5000949	0	a-0000			ASML Netherlands B.V.	3	NL
5000950	0	a-0000			ASML HOLDING N.V.	3	NL
5000951	0	a-0000			ASML HOLDING N.V.	3	NL
5000952	0	a-0000			Asml Netherlands BV	3	NL
5000953	0	a-0000			ASML Netherlands B.V.	3	NL
5000954	0	a-0000			ASML Netherlands, B.V.	3	NL
5000955	0	a-0000			ASML HOLDING N.V.	3	NL
5000956	0	a-0000			ASML HOLDING N.V.	3	NL
5000957	0	a-0000			ASML Netherlands, B.V.	3	NL
5000958	0	a-0000			ASML Netherlands, B.V.	3	NL
5000959	0	a-0000			ASML HOLDING N.V.	3	NL
5000960	0	a-0000			ASML Netherlands B.V.	3	NL
5000961	0	a-0000			ASML HOLDING N.V.	3	NL
5000962	0	a-0000			ASML Netherlands, B.V.	3	NL
5000963	0	a-0000			ASML HOLDING N.V.	3	NL
5000964	0	a-0000			ASML Netherlands, B.V.	3	NL
5000965	0	a-0000			ASML HOLDING N.V.	3	NL
5000966	0	a-0001			Canon Inc.	3	JP
5000967	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000968	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000969	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000970	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000971	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000972	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000973	0	a-0001			Canon Inc.	3	JP
5000974	0	a-0001			Canon Inc.	3	JP
5000975	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000976	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000977	0	a-0001			Canon Inc.	3	JP
5000978	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000979	0	a-0002			NIKON CORPORATION	3	JP
5000980	0	a-0002			NIKON CORPORATION	3	JP
5000981	0	a-0002			Nikon Corporation	3	JP
5000982	0	a-0002			Nikon Corp	3	JP
5000983	0	a-0002			NIKON CORPORATION	3	JP
5000984	0	a-0002			Nikon Corporation	3	JP
5000985	0	a-0002			Nikon Corp	3	JP
5000986	0	a-0002			Nikon Corp	3	JP
5000987	0	a-0002			Nikon Corporation	3	JP
5000988	0	a-0002			Nikon Corp	3	JP
5000989	0	a-0002			NIKON CORPORATION	3	JP
5000990	0	a-0002			Nikon Corp	3	JP
5000991	0	a-0002			Nikon Corp	3	JP
5000992	0	a-0002			Nikon Corp	3	JP
5000993	0	a-0002			NIKON CORPORATION	3	JP
5000994	0	a-0003			Carl Zeiss SMT AG	3	DE
5000995	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000996	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000997	0	a-0003			Carl Zeiss SMT AG	3	DE
5000998	0	a-0003			Carl Zeiss SMT AG	3	DE
5000999	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001000	0	a-0003			Carl Zeiss SMT AG	3	DE
5001001	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001002	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001003	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001004	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001005	0	a-0003			Carl Zeiss SMT AG	3	DE
5001006	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001007	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001008	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001009	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5001010	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5001011	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001012	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001013	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001014	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001015	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001016	0	a-0005			Samsung Electronics Company Limited	3	KR
5001017	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001018	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001019	0	a-0005			Samsung Electronics Company Limited	3	KR
5001020	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001021	0	a-0006			Intel Corporation	3	US
5001022	0	a-0006			Intel Corporation	3	US
5001023	0	a-0006			INTEL CORPORATION	3	US
5001024	0	a-0006			INTEL CORPORATION	3	US
5001025	0	a-0006			INTEL CORPORATION	3	US
5001026	0	a-0006			INTEL CORPORATION	3	US
5001027	0	a-0006			Intel Corporation	3	US
5001028	0	a-0006			Intel Corporation	3	US
5001029	0	a-0006			Intel Corporation	3	US
5001030	0	a-0007			Tokyo Electron Limited	3	JP
5001031	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001032	0	a-0007			Tokyo Electron Limited	3	JP
5001033	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001034	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001035	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001036	0	a-0007			Tokyo Electron Limited	3	JP
5001037	0	a-0007			Tokyo Electron Limited	3	JP
5001038	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001039	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001040	0	a-0008			Applied Materials, Inc.	3	US
5001041	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001042	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001043	0	a-0008			Applied Materials, Inc.	3	US
5001044	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001045	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001046	0	a-0008			Applied Materials, Inc.	3	US
5001047	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001048	0	a-0008			Applied Materials, Inc.	3	US
5001049	0	a-0008			Applied Materials, Inc.	3	US
5001050	0	a-0009			Gigaphoton Inc.	3	JP
5001051	0	a-0009			Gigaphoton Inc.	3	JP
5001052	0	a-0009			GIGAPHOTON INC.	3	JP
5001053	0	a-0009			GIGAPHOTON INC.	3	JP
5001054	0	a-0009			Gigaphoton Inc.	3	JP
5001055	0	a-0009			Gigaphoton Inc.	3	JP
5001056	0	a-0009			Gigaphoton Inc.	3	JP
5001057	0	a-0009			Gigaphoton Inc.	3	JP
5001058	0	a-0009			Gigaphoton Inc.	3	JP
5001059	0	a-0009			Gigaphoton Inc.	3	JP
5001060	0	a-0010			Cymer LLC	3	US
5001061	0	a-0010			Cymer LLC	3	US
5001062	0	a-0010			Cymer, Inc.	3	US
5001063	0	a-0010			CYMER, INC.	3	US
5001064	0	a-0010			CYMER, INC.	3	US
5001065	0	a-0010			CYMER, INC.	3	US
5001066	0	a-0011			International Business Machines Corporation	3	US
5001067	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001068	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001069	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001070	0	a-0011			International Business Machines Corporation	3	US
5001071	0	a-0011			International Business Machines Corporation	3	US
5001072	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001073	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001074	0	a-0000			ASML HOLDING N.V.	3	NL
5001075	0	a-0000			ASML Netherlands B.V.	3	NL
5001076	0	a-0000			Asml Netherlands BV	3	NL
5001077	0	a-0000			Asml Netherlands BV	3	NL
5001078	0	a-0000			ASML Netherlands B.V.	3	NL
5001079	0	a-0000			ASML Netherlands B.V.	3	NL
5001080	0	a-0000			ASML HOLDING N.V.	3	NL
5001081	0	a-0000			ASML Netherlands B.V.	3	NL
5001082	0	a-0000			ASML Netherlands, B.V.	3	NL
5001083	0	a-0000			ASML Netherlands, B.V.	3	NL
5001084	0	a-0000			ASML HOLDING N.V.	3	NL
5001085	0	a-0000			Asml Netherlands BV	3	NL
5001086	0	a-0000			ASML HOLDING N.V.	3	NL
5001087	0	a-0000			ASML Netherlands B.V.	3	NL
5001088	0	a-0000			ASML HOLDING N.V.	3	NL
5001089	0	a-0000			ASML Netherlands, B.V.	3	NL
5001090	0	a-0000			Asml Netherlands BV	3	NL
5001091	0	a-0000			ASML HOLDING N.V.	3	NL
5001092	0	a-0000			ASML Netherlands B.V.	3	NL
5001093	0	a-0000			ASML HOLDING N.V.	3	NL
5001094	0	a-0000			ASML Netherlands B.V.	3	NL
5001095	0	a-0000			ASML HOLDING N.V.	3	NL
5001096	0	a-0000			ASML HOLDING N.V.	3	NL
5001097	0	a-0001			Canon Inc.	3	JP
5001098	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001099	0	a-0001			Canon Inc.	3	JP
5001100	0	a-0001			Canon Inc.	3	JP
5001101	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001102	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001103	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001104	0	a-0001			Canon Inc.	3	JP
5001105	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001106	0	a-0001			Canon Inc.	3	JP
5001107	0	a-0001			Canon Inc.	3	JP
5001108	0	a-0001			Canon Inc.	3	JP
5001109	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001110	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001111	0	a-0001			Canon Inc.	3	JP
5001112	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001113	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001114	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001115	0	a-0001			Canon Inc.	3	JP
5001116	0	a-0001			Canon Inc.	3	JP
5001117	0	a-0002			Nikon Corporation	3	JP
5001118	0	a-0002			NIKON CORPORATION	3	JP
5001119	0	a-0002			Nikon Corporation	3	JP
5001120	0	a-0002			Nikon Corp	3	JP
5001121	0	a-0002			Nikon Corp	3	JP
5001122	0	a-0002			Nikon Corp	3	JP
5001123	0	a-0002			NIKON CORPORATION	3	JP
5001124	0	a-0002			NIKON CORPORATION	3	JP
5001125	0	a-0002			NIKON CORPORATION	3	JP
5001126	0	a-0002			Nikon Corporation	3	JP
5001127	0	a-0002			NIKON CORPORATION	3	JP
5001128	0	a-0002			NIKON CORPORATION	3	JP
5001129	0	a-0002			Nikon Corp	3	JP
5001130	0	a-0002			Nikon Corp	3	JP
5001131	0	a-0002			Nikon Corp	3	JP
5001132	0	a-0002			Nikon Corporation	3	JP
5001133	0	a-0002			Nikon Corp	3	JP
5001134	0	a-0002			Nikon Corporation	3	JP
5001135	0	a-0002			NIKON CORPORATION	3	JP
5001136	0	a-0002			Nikon Corporation	3	JP
5001137	0	a-0003			Carl Zeiss SMT AG	3	DE
5001138	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001139	0	a-0003			Carl Zeiss SMT AG	3	DE
5001140	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001141	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001142	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001143	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001144	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001145	0	a-0003			Carl Zeiss SMT AG	3	DE
5001146	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001147	0	a-0003			Carl Zeiss SMT AG	3	DE
5001148	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001149	0	a-0003			Carl Zeiss SMT AG	3	DE
5001150	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001151	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5001152	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001153	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5001154	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5001155	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001156	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5001157	0	a-0005			Samsung Electronics Company Limited	3	KR
5001158	0	a-0005			Samsung Electronics Company Limited	3	KR
5001159	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001160	0	a-0005			Samsung Electronics Company Limited	3	KR
5001161	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001162	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001163	0	a-0005			Samsung Electronics Company Limited	3	KR
5001164	0	a-0006			INTEL CORPORATION	3	US
5001165	0	a-0006			Intel Corporation	3	US
5001166	0	a-0006			INTEL CORPORATION	3	US
5001167	0	a-0006			INTEL CORPORATION	3	US
5001168	0	a-0006			Intel Corporation	3	US
5001169	0	a-0006			INTEL CORPORATION	3	US
5001170	0	a-0006			Intel Corporation	3	US
5001171	0	a-0006			Intel Corporation	3	US
5001172	0	a-0007			Tokyo Electron Limited	3	JP
5001173	0	a-0007			Tokyo Electron Limited	3	JP
5001174	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001175	0	a-0007			Tokyo Electron Limited	3	JP
5001176	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001177	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001178	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001179	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001180	0	a-0007			Tokyo Electron Limited	3	JP
5001181	0	a-0008			Applied Materials, Inc.	3	US
5001182	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001183	0	a-0008			Applied Materials, Inc.	3	US
5001184	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001185	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001186	0	a-0008			Applied Materials, Inc.	3	US
5001187	0	a-0009			Gigaphoton Inc.	3	JP
5001188	0	a-0009			Gigaphoton Inc.	3	JP
5001189	0	a-0009			Gigaphoton Inc.	3	JP
5001190	0	a-0009			GIGAPHOTON INC.	3	JP
5001191	0	a-0009			GIGAPHOTON INC.	3	JP
5001192	0	a-0009			GIGAPHOTON INC.	3	JP
5001193	0	a-0009			Gigaphoton Inc.	3	JP
5001194	0	a-0010			Cymer LLC	3	US
5001195	0	a-0010			Cymer, Inc.	3	US
5001196	0	a-0010			Cymer, Inc.	3	US
5001197	0	a-0010			Cymer LLC	3	US
5001198	0	a-0010			CYMER, INC.	3	US
5001199	0	a-0010			CYMER, INC.	3	US
5001200	0	a-0010			CYMER, INC.	3	US
5001201	0	a-0010			Cymer, Inc.	3	US
5001202	0	a-0010			Cymer LLC	3	US
5001203	0	a-0010			Cymer, Inc.	3	US
5001204	0	a-0010			Cymer LLC	3	US
5001205	0	a-0010			Cymer LLC	3	US
5001206	0	a-0010			Cymer LLC	3	US
5001207	0	a-0011			International Business Machines Corporation	3	US
5001208	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001209	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001210	0	a-0011			International Business Machines Corporation	3	US
5001211	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001212	0	a-0011			International Business Machines Corporation	3	US
5001213	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001214	0	a-0011			International Business Machines Corporation	3	US
5001215	0	a-0011			International Business Machines Corporation	3	US
5001216	0	a-0000			ASML Netherlands B.V.	3	NL
5001217	0	a-0000			ASML Netherlands B.V.	3	NL
5001218	0	a-0000			ASML Netherlands, B.V.	3	NL
5001219	0	a-0000			ASML Netherlands, B.V.	3	NL
5001220	0	a-0000			Asml Netherlands BV	3	NL
5001221	0	a-0000			Asml Netherlands BV	3	NL
5001222	0	a-0000			ASML Netherlands B.V.	3	NL
5001223	0	a-0000			ASML Netherlands, B.V.	3	NL
5001224	0	a-0000			Asml Netherlands BV	3	NL
5001225	0	a-0000			Asml Netherlands BV	3	NL
5001226	0	a-0000			ASML HOLDING N.V.	3	NL
5001227	0	a-0000			ASML HOLDING N.V.	3	NL
5001228	0	a-0000			Asml Netherlands BV	3	NL
5001229	0	a-0000			Asml Netherlands BV	3	NL
5001230	0	a-0000			ASML HOLDING N.V.	3	NL
5001231	0	a-0000			Asml Netherlands BV	3	NL
5001232	0	a-0000			Asml Netherlands BV	3	NL
5001233	0	a-0000			Asml Netherlands BV	3	NL
5001234	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001235	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001236	0	a-0001			Canon Inc.	3	JP
5001237	0	a-0001			Canon Inc.	3	JP
5001238	0	a-0001			Canon Inc.	3	JP
5001239	0	a-0001			Canon Inc.	3	JP
5001240	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001241	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001242	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001243	0	a-0001			Canon Inc.	3	JP
5001244	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001245	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001246	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001247	0	a-0001			Canon Inc.	3	JP
5001248	0	a-0001			Canon Inc.	3	JP
5001249	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001250	0	a-0002			Nikon Corporation	3	JP
5001251	0	a-0002			Nikon Corporation	3	JP
5001252	0	a-0002			NIKON CORPORATION	3	JP
5001253	0	a-0002			NIKON CORPORATION	3	JP
5001254	0	a-0002			NIKON CORPORATION	3	JP
5001255	0	a-0002			Nikon Corp	3	JP
5001256	0	a-0002			NIKON CORPORATION	3	JP
5001257	0	a-0002			NIKON CORPORATION	3	JP
5001258	0	a-0002			Nikon Corporation	3	JP
5001259	0	a-0002			NIKON CORPORATION	3	JP
5001260	0	a-0002			NIKON CORPORATION	3	JP
5001261	0	a-0002			NIKON CORPORATION	3	JP
5001262	0	a-0002			Nikon Corporation	3	JP
5001263	0	a-0002			NIKON CORPORATION	3	JP
5001264	0	a-0002			Nikon Corporation	3	JP
5001265	0	a-0002			NIKON CORPORATION	3	JP
5001266	0	a-0002			Nikon Corporation	3	JP
5001267	0	a-0002			Nikon Corporation	3	JP
5001268	0	a-0002			Nikon Corporation	3	JP
5001269	0	a-0002			Nikon Corp	3	JP
5001270	0	a-0003			Carl Zeiss SMT AG	3	DE
5001271	0	a-0003			Carl Zeiss SMT AG	3	DE
5001272	0	a-0003			Carl Zeiss SMT AG	3	DE
5001273	0	a-0003			Carl Zeiss SMT AG	3	DE
5001274	0	a-0003			Carl Zeiss SMT AG	3	DE
5001275	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001276	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001277	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001278	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001279	0	a-0003			Carl Zeiss SMT AG	3	DE
5001280	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5001281	0	a-0003			Carl Zeiss SMT AG	3	DE
5001282	0	a-0003			Carl Zeiss SMT AG	3	DE
5001283	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5001284	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5001285	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001286	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5001287	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001288	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5001289	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5001290	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001291	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001292	0	a-0005			Samsung Electronics Company Limited	3	KR
5001293	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001294	0	a-0005			Samsung Electronics Company Limited	3	KR
5001295	0	a-0005			Samsung Electronics Company Limited	3	KR
5001296	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001297	0	a-0005			Samsung Electronics Company Limited	3	KR
5001298	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001299	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5001300	0	a-0005			Samsung Electronics Company Limited	3	KR
5001301	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5001302	0	a-0006			Intel Corporation	3	US
5001303	0	a-0006			INTEL CORPORATION	3	US
5001304	0	a-0006			Intel Corporation	3	US
5001305	0	a-0006			Intel Corporation	3	US
5001306	0	a-0006			Intel Corporation	3	US
5001307	0	a-0006			Intel Corporation	3	US
5001308	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001309	0	a-0007			Tokyo Electron Limited	3	JP
5001310	0	a-0007			Tokyo Electron Limited	3	JP
5001311	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001312	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001313	0	a-0007			Tokyo Electron Limited	3	JP
5001314	0	a-0007			Tokyo Electron Limited	3	JP
5001315	0	a-0007			Tokyo Electron Limited	3	JP
5001316	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001317	0	a-0007			Tokyo Electron Limited	3	JP
5001318	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001319	0	a-0007			Tokyo Electron Limited	3	JP
5001320	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001321	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5001322	0	a-0008			Applied Materials, Inc.	3	US
5001323	0	a-0008			Applied Materials, Inc.	3	US
5001324	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001325	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001326	0	a-0008			APPLIED MATERIALS, INC.	3	US
5001327	0	a-0009			Gigaphoton Inc.	3	JP
5001328	0	a-0009			Gigaphoton Inc.	3	JP
5001329	0	a-0009			Gigaphoton Inc.	3	JP
5001330	0	a-0009			GIGAPHOTON INC.	3	JP
5001331	0	a-0009			GIGAPHOTON INC.	3	JP
5001332	0	a-0009			GIGAPHOTON INC.	3	JP
5001333	0	a-0009			Gigaphoton Inc.	3	JP
5001334	0	a-0009			Gigaphoton Inc.	3	JP
5001335	0	a-0009			Gigaphoton Inc.	3	JP
5001336	0	a-0009			Gigaphoton Inc.	3	JP
5001337	0	a-0009			GIGAPHOTON INC.	3	JP
5001338	0	a-0009			GIGAPHOTON INC.	3	JP
5001339	0	a-0010			Cymer LLC	3	US
5001340	0	a-0010			Cymer LLC	3	US
5001341	0	a-0010			CYMER, INC.	3	US
5001342	0	a-0010			Cymer LLC	3	US
5001343	0	a-0010			CYMER, INC.	3	US
5001344	0	a-0010			Cymer LLC	3	US
5001345	0	a-0010			CYMER, INC.	3	US
5001346	0	a-0010			Cymer LLC	3	US
5001347	0	a-0010			CYMER, INC.	3	US
5001348	0	a-0010			Cymer, Inc.	3	US
5001349	0	a-0010			Cymer LLC	3	US
5001350	0	a-0011			International Business Machines Corporation	3	US
5001351	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001352	0	a-0011			International Business Machines Corporation	3	US
5001353	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001354	0	a-0011			International Business Machines Corporation	3	US
5001355	0	a-0011			International Business Machines Corporation	3	US
5001356	0	a-0011			International Business Machines Corporation	3	US
5001357	0	a-0011			International Business Machines Corporation	3	US
5001358	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001359	0	a-0011			International Business Machines Corporation	3	US
5001360	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001361	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5001362	0	a-0000			ASML HOLDING N.V.	3	NL
5001363	0	a-0000			ASML HOLDING N.V.	3	NL
5001364	0	a-0000			ASML Netherlands, B.V.	3	NL
5001365	0	a-0000			ASML Netherlands, B.V.	3	NL
5001366	0	a-0000			ASML HOLDING N.V.	3	NL
5001367	0	a-0000			ASML HOLDING N.V.	3	NL
5001368	0	a-0000			ASML Netherlands B.V.	3	NL
5001369	0	a-0000			ASML HOLDING N.V.	3	NL
5001370	0	a-0000			Asml Netherlands BV	3	NL
5001371	0	a-0000			ASML Netherlands, B.V.	3	NL
5001372	0	a-0000			ASML HOLDING N.V.	3	NL
5001373	0	a-0000			Asml Netherlands BV	3	NL
5001374	0	a-0000			ASML Netherlands, B.V.	3	NL
5001375	0	a-0000			ASML Netherlands B.V.	3	NL
5001376	0	a-0000			ASML HOLDING N.V.	3	NL
5001377	0	a-0000			Asml Netherlands BV	3	NL
5001378	0	a-0000			Asml Netherlands BV	3	NL
5001379	0	a-0000			ASML Netherlands, B.V.	3	NL
5001380	0	a-0000			ASML Netherlands B.V.	3	NL
5001381	0	a-0001			Canon Inc.	3	JP
5001382	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001383	0	a-0001			Canon Inc.	3	JP
5001384	0	a-0001			Canon Inc.	3	JP
5001385	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001386	0	a-0001			Canon Inc.	3	JP
5001387	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001388	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001389	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001390	0	a-0001			Canon Inc.	3	JP
5001391	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001392	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001393	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001394	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001395	0	a-0001			Canon Inc.	3	JP
5001396	0	a-0001			Canon Kabushiki Kaisha	3	JP
5001397	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5001398	0	a-0002			Nikon Corp	3	JP
5001399	0	a-0002			Nikon Corp	3	JP
5001400	0	a-0002			Nikon Corp	3	JP
5001401	0	a-0002			Nikon Corp	3	JP
5001402	0	a-0002			NIKON CORPORATION	3	JP
5001403	0	a-0002			Nikon Corp	3	JP
5001404	0	a-0002			NIKON CORPORATION	3	JP
5001405	0	a-0002			Nikon Corporation	3	JP
5001406	0	a-0002			Nikon Corporation	3	JP
5001407	0	a-0002			Nikon Corp	3	JP
5001408	0	a-0002			Nikon Corporation	3	JP
5001409	0	a-0002			Nikon Corporation	3	JP
5001410	0	a-0002			NIKON CORPORATION	3	JP
